0,66
1,28
2,62
3,40
4,28
5,30
6,54
7,29
8,60
9,53
10,46
11,73
12,42
13,34
14,59
15,79
16,38
17,34
18,63
19,21
20,35
21,37
22,30
23,80
24,97
25,63
26,64
27,34
28,34
29,56
30,24
31,31
32,35
33,42
34,50
35,127
36,62
37,68
38,23
39,31
40,29
41,30
42,29
43,47
44,34
45,95
46,76
47,39
48,30
49,47
50,35
51,28
52,33
53,39
54,39
55,41
56,75
57,60
58,47
59,106
60,32
61,18
62,61
63,24
64,115
65,42
66,37
67,17
68,43
69,29
70,26
71,101
72,98
73,42
74,38
75,37
76,56
77,59
78,53
79,62
80,39
81,37
82,34
83,21
84,65
85,105
86,29
87,88
88,44
89,24
90,44
91,40
92,26
93,23
94,35
95,26
96,42
97,27
98,52
99,45
100,40
101,22
102,18
103,27
104,53
105,36
106,33
107,26
108,119
109,23
110,29
111,67
112,82
113,66
114,34
115,84
116,49
117,43
118,24
119,40
120,44
121,40
122,37
123,36
124,34
125,47
126,35
127,20
128,58
129,37
130,33
131,35
132,37
133,87
134,19
135,46
136,60
137,36
138,66
139,46
140,26
141,35
142,84
143,65
144,41
145,22
146,41
147,18
148,24
149,82
150,23
151,38
152,25
153,37
154,28
155,71
156,40
157,21
158,90
159,19
160,38
161,36
162,107
163,52
164,45
165,23
166,31
167,31
168,82
169,55
170,36
171,33
172,26
173,47
174,33
175,21
176,23
177,36
178,85
179,47
180,29
181,20
182,35
183,52
184,52
185,34
186,60
187,41
188,36
189,69
190,31
191,38
192,31
193,31
194,105
195,21
196,38
197,43
198,25
199,32
200,39
201,45
202,63
203,47
204,60
205,21
206,26
207,43
208,62
209,24
210,38
211,47
212,33
213,56
214,30
215,22
216,20
217,82
218,76
219,45
220,43
221,57
222,17
223,38
224,58
225,38
226,26
227,31
228,25
229,41
230,22
231,22
232,41
233,43
234,43
235,57
236,47
237,62
238,48
239,35
240,19
241,70
242,43
243,25
244,44
245,30
246,37
247,50
248,30
249,26
250,42
251,58
252,36
253,67
254,33
255,50
256,38
257,21
258,41
259,20
260,55
261,49
262,22
263,42
264,40
265,33
266,66
267,74
268,30
269,46
270,28
271,17
272,51
273,32
274,51
275,18
276,29
277,31
278,33
279,65
280,58
281,41
282,40
283,37
284,24
285,34
286,32
287,27
288,56
289,23
290,56
291,42
292,22
293,37
294,16
295,16
296,27
297,19
298,48
299,51
300,28
301,48
302,24
303,53
304,22
305,52
306,34
307,59
308,72
309,16
310,32
311,24
312,16
313,35
314,22
315,40
316,19
317,29
318,47
319,18
320,32
321,37
322,48
323,28
324,18
325,53
326,56
327,27
328,24
329,49
330,29
331,28
332,45
333,26
334,32
335,20
336,18
337,51
338,28
339,59
340,25
341,31
342,47
343,25
344,48
345,61
346,31
347,48
348,63
349,43
350,30
351,18
352,53
353,42
354,23
355,36
356,54
357,32
358,30
359,48
360,27
361,18
362,28
363,23
364,21
365,27
366,21
367,25
368,53
369,31
370,44
371,58
372,45
373,17
374,24
375,55
376,32
377,25
378,40
379,45
380,30
381,24
382,23
383,35
384,53
385,54
386,35
387,41
388,46
389,39
390,29
391,51
392,46
393,29
394,61
395,46
396,36
397,23
398,32
399,15
400,44
401,22
402,50
403,31
404,21
405,31
406,17
407,18
408,19
409,39
410,17
411,48
412,19
413,56
414,25
415,47
416,33
417,21
418,17
419,21
420,63
421,51
422,45
423,19
424,50
425,16
426,48
427,59
428,29
429,21
430,28
431,37
432,34
433,25
434,18
435,19
436,22
437,33
438,20
439,37
440,57
441,48
442,21
443,30
444,25
445,40
446,30
447,40
448,34
449,23
450,47
451,17
452,34
453,20
454,33
455,53
456,50
457,22
458,51
459,38
460,35
461,40
462,27
463,20
464,32
465,71
466,51
467,35
468,19
469,22
470,27
471,24
472,37
473,23
474,63
475,22
476,26
477,42
478,23
479,59
480,18
481,37
482,21
483,27
484,20
485,52
486,15
487,30
488,31
489,52
490,17
491,15
492,20
493,23
494,35
495,29
496,33
497,20
498,58
499,50
500,31
501,46
502,32
503,44
504,29
505,39
506,50
507,25
508,17
509,50
510,36
511,58
512,16
513,19
514,30
515,46
516,41
517,38
518,37
519,32
520,28
521,33
522,55
523,19
524,70
525,19
526,35
527,25
528,53
529,41
530,43
531,39
532,19
533,60
534,47
535,33
536,25
537,48
538,47
539,45
540,30
541,46
542,23
543,34
544,35
545,50
546,33
547,45
548,22
549,43
550,43
551,22
552,42
553,24
554,27
555,22
556,20
557,15
558,28
559,25
560,16
561,47
562,18
563,47
564,22
565,42
566,60
567,20
568,27
569,25
570,18
571,27
572,21
573,42
574,37
575,19
576,31
577,21
578,30
579,37
580,18
581,19
582,18
583,20
584,28
585,52
586,20
587,18
588,25
589,21
590,38
591,24
592,48
593,26
594,24
595,35
596,33
597,21
598,36
599,46
600,24
601,37
602,34
603,27
604,50
605,44
606,25
607,36
608,27
609,49
610,48
611,21
612,27
613,38
614,22
615,43
616,28
617,31
618,46
619,27
620,32
621,64
622,24
623,18
624,43
625,15
626,18
627,41
628,17
629,30
630,47
631,16
632,44
633,45
634,44
635,34
636,30
637,39
638,58
639,37
640,20
641,42
642,32
643,53
644,26
645,39
646,24
647,26
648,26
649,24
650,31
651,29
652,26
653,49
654,27
655,39
656,24
657,36
658,24
659,42
660,27
661,28
662,33
663,45
664,34
665,29
666,37
667,39
668,30
669,40
670,35
671,34
672,26
673,32
674,54
675,47
676,26
677,55
678,18
679,52
680,36
681,41
682,30
683,38
684,39
685,49
686,31
687,19
688,27
689,30
690,41
691,24
692,44
693,39
694,35
695,44
696,43
697,18
698,24
699,58
700,29
701,20
702,42
703,16
704,40
705,40
706,40
707,30
708,22
709,22
710,26
711,23
712,28
713,25
714,19
715,55
716,31
717,17
718,54
719,36
720,30
721,29
722,24
723,61
724,40
725,43
726,26
727,33
728,55
729,47
730,26
731,46
732,60
733,53
734,40
735,39
736,41
737,32
738,33
739,19
740,51
741,39
742,45
743,60
744,17
745,20
746,38
747,30
748,53
749,32
750,19
751,22
752,28
753,30
754,24
755,42
756,30
757,48
758,26
759,50
760,40
761,34
762,41
763,27
764,31
765,18
766,25
767,25
768,61
769,35
770,55
771,27
772,26
773,26
774,43
775,15
776,28
777,32
778,33
779,36
780,43
781,30
782,45
783,29
784,41
785,17
786,37
787,39
788,41
789,20
790,32
791,50
792,31
793,16
794,20
795,28
796,22
797,20
798,46
799,31
800,30
801,49
802,15
803,18
804,30
805,25
806,45
807,22
808,29
809,47
810,28
811,42
812,56
813,29
814,34
815,34
816,17
817,25
818,44
819,23
820,28
821,17
822,22
823,26
824,48
825,58
826,21
827,32
828,30
829,44
830,21
831,25
832,20
833,21
834,23
835,40
836,29
837,21
838,63
839,31
840,27
841,54
842,16
843,31
844,56
845,41
846,25
847,16
848,42
849,23
850,27
851,24
852,47
853,17
854,21
855,21
856,44
857,41
858,65
859,27
860,53
861,20
862,27
863,37
864,38
865,26
866,30
867,46
868,41
869,41
870,46
871,69
872,45
873,17
874,21
875,20
876,40
877,62
878,36
879,32
880,45
881,30
882,29
883,37
884,39
885,61
886,33
887,61
888,28
889,43
890,17
891,31
892,21
893,21
894,27
895,22
896,55
897,34
898,18
899,32
900,48
901,40
902,15
903,56
904,31
905,27
906,33
907,42
908,31
909,23
910,16
911,32
912,52
913,18
914,23
915,23
916,33
917,41
918,57
919,16
920,49
921,39
922,30
923,37
924,18
925,25
926,36
927,19
928,53
929,49
930,27
931,22
932,41
933,40
934,43
935,26
936,68
937,36
938,36
939,35
940,50
941,53
942,40
943,46
944,26
945,34
946,20
947,38
948,23
949,33
950,15
951,39
952,27
953,43
954,30
955,21
956,25
957,30
958,29
959,30
960,32
961,20
962,39
963,21
964,36
965,18
966,29
967,21
968,25
969,34
970,38
971,27
972,49
973,56
974,43
975,51
976,22
977,55
978,35
979,23
980,25
981,34
982,28
983,29
984,41
985,27
986,18
987,21
988,20
989,53
990,17
991,33
992,28
993,32
994,39
995,23
996,21
997,67
998,33
999,35
