0,24
1,0
2,0
3,0
4,0
5,0
6,0
7,24
8,24
9,24
10,25
11,26
12,0
13,0
14,24
15,27
16,0
17,26
18,26
19,27
20,24
21,24
22,26
23,0
24,0
25,0
26,24
27,20
28,0
29,0
30,25
31,28
32,24
33,20
34,26
35,24
36,0
37,24
38,0
39,23
40,0
41,0
42,24
43,25
44,26
45,26
46,26
47,25
48,24
49,0
50,0
51,25
52,0
53,24
54,0
55,24
56,0
57,0
58,24
59,24
60,0
61,20
62,24
63,24
64,0
65,0
66,24
67,0
68,0
69,0
70,0
71,25
72,0
73,0
74,0
75,25
76,26
77,24
78,21
79,0
80,0
81,28
82,0
83,0
84,22
85,24
86,26
87,0
88,0
89,0
90,0
91,26
92,25
93,0
94,20
95,26
96,0
97,23
98,0
99,24
100,0
101,24
102,25
103,27
104,24
105,26
106,26
107,0
108,24
109,0
110,0
111,0
112,30
113,24
114,24
115,0
116,0
117,25
118,24
119,0
120,26
121,0
122,25
123,20
124,24
125,24
126,24
127,26
128,0
129,0
130,26
131,0
132,25
133,22
134,0
135,0
136,26
137,0
138,0
139,24
140,28
141,24
142,27
143,0
144,24
145,25
146,24
147,31
148,26
149,25
150,25
151,0
152,0
153,24
154,0
155,27
156,0
157,0
158,24
159,0
160,0
161,23
162,24
163,27
164,24
165,24
166,0
167,31
168,0
169,26
170,32
171,0
172,0
173,21
174,0
175,21
176,26
177,23
178,0
179,0
180,0
181,25
182,25
183,26
184,0
185,0
186,32
187,0
188,26
189,0
190,26
191,26
192,0
193,0
194,30
195,25
196,0
197,0
198,27
199,24
200,26
201,24
202,0
203,0
204,24
205,0
206,25
207,23
208,23
209,0
210,26
211,29
212,24
213,0
214,24
215,0
216,20
217,22
218,0
219,28
220,0
221,0
222,24
223,24
224,27
225,27
226,0
227,0
228,21
229,26
230,25
231,25
232,0
233,0
234,0
235,25
236,0
237,0
238,24
239,29
240,24
241,24
242,26
243,0
244,0
245,0
246,0
247,25
248,27
249,0
250,25
